icao,name,municipality,iso_country,type
YHOT,Mount Hotham Airport,Mount Hotham,AU,medium_airport
YHOV,Hodgeson River Airfield,Hodgeson River,AU,small_airport
YHOY,Hollins Bay Airport,,AU,small_airport
YHPB,Happy Bay Helipad,Long Island,AU,heliport
YHPE,Hopetoun Airport,,AU,small_airport
YHPN,Hopetoun Airport,,AU,medium_airport
YHPV,Hope Vale Airport,Hope Vale,AU,small_airport
YHPY,Happy Valley Heliport,Fraser Island,AU,heliport
YHRD,Hungerford Airport,Hungerford,AU,small_airport
YHRG,Haddon Rig Airport,,AU,small_airport
YHSB,Horseshoe Bend Airport,,AU,small_airport
YHSJ,Holt Street Jetty Heliport,Pinkenba,AU,heliport
YHSL,Horseshoe Lights Airport,,AU,small_airport
YHSM,Horsham Airport,,AU,medium_airport
YHTA,Hiltaba Airport,,AU,small_airport
YHTL,Heathlands Airport,Shelburne,AU,small_airport
YHTN,Herberton Airport,,AU,small_airport
YHTR,Hunter Island Airport,Hunter Island,AU,small_airport
YHTS,Harts Range Airport,,AU,small_airport
YHUG,Hughenden Airport,Hughenden,AU,small_airport
YHVH,Harvest Home Airport,,AU,small_airport
YHYD,Hyden Airport,,AU,small_airport
YHYL,Hoyleton Airbase,Hoyleton,AU,small_airport
YHYN,Hayman Island Heliport,Hayman Island Resort,AU,heliport
YIBO,Iron Bridge Mine Airport,Japal Camp,AU,small_airport
YIDK,Indulkana Airport,Indulkana,AU,small_airport
YIDR,Idracowra Airport,,AU,small_airport
YIFF,Iffley HS Airstrip,Iffley Homestead,AU,small_airport
YIFL,Innisfail Airport,,AU,small_airport
YIFY,Iffley Airport,,AU,small_airport
YIGM,Ingham Airport,,AU,small_airport
YIGR,Ingomar Airport,,AU,small_airport
YIKL,Baikal Airport,,AU,small_airport
YIKM,Inkerman Airport,Inkerman,AU,small_airport
YILA,Milawa (Brown Brothers) Airport,Milawa,AU,small_airport
YILF,Ilfracombe Airport,,AU,small_airport
YXUA,Ulladulla Medical Heliport,Milton,AU,heliport
YILW,Inglewood Airport,Inglewood,AU,small_airport
YIMA,Imanpa Airport,,AU,small_airport
YIMB,Kimba Airport,Kimba,AU,small_airport
YIMP,Impadna Airport,,AU,small_airport
YIMT,Innamincka Township Airport,Innamincka Township,AU,small_airport
YING,Ingelara Airport,Rewan,AU,small_airport
YINJ,Injune Airport,Injune,AU,small_airport
YINN,Innamincka Airport,,AU,small_airport
YINO,Inverell North Airport,,AU,small_airport
YINV,Inverleigh Airport,,AU,small_airport
YINW,Inverway Airport,Inverway,AU,small_airport
YISD,Isis Downs Airport,,AU,small_airport
YISF,Isisford Airport,,AU,small_airport
YISV,Innesvale Airport,,AU,small_airport
YITT,Mitta Mitta Airport,,AU,small_airport
YIVE,Inverloch Airport,Inverloch,AU,small_airport
YIVL,Inverell Airport,Inverell,AU,medium_airport
YIVO,Ivanhoe Airport,Ivanhoe,AU,small_airport
YJAB,Jabiru Airport,,AU,small_airport
YJAC,Jacinth Ambrosia Airport,,AU,small_airport
YJAK,Jackson Airport,,AU,small_airport
YJAM,Jameson Airport,,AU,small_airport
YJBY,Jervis Bay Airport,Jervis Bay Territory,AU,small_airport
YJCO,Jericho Airport,Jericho,AU,small_airport
YJDA,Jundah Airport,Jundah,AU,small_airport
YJEM,Jemalong Airport,,AU,small_airport
YJER,Jerilderie Airport,,AU,small_airport
YJEY,Jeedamya Airport,,AU,small_airport
YJGP,Jerramungup Airport,,AU,small_airport
YJIG,Jiggalong Mission Airport,,AU,small_airport
YJIN,Jindabyne Airport,Jindabyne,AU,small_airport
YJLC,Julia Creek Airport,,AU,small_airport
YJUR,Jurien Bay Airport,Jurien Bay,AU,small_airport
YJNK,Jinka Airport,,AU,small_airport
YJNY,Jonroy Airport,,AU,small_airport
YJRO,Jericho Airport,,AU,small_airport
YJST,Hubert Wilkins Airstrip,Jamestown,AU,small_airport
YJUK,Tjukurla Airport,,AU,small_airport
YJUN,Jundee Airport,,AU,small_airport
YJVM,Jervois Mine Airport,,AU,small_airport
YJVS,Jervois Airport,,AU,small_airport
YJWB,Jowalbinna Airport,,AU,small_airport
YKAE,Kalannie Airport,,AU,small_airport
YKAJ,Kajabbi Airport,,AU,small_airport
YKAL,Kalumburu Airport,Kalumburu,AU,small_airport
YKAN,Kanandah Airport,,AU,small_airport
YKAP,Kapunda Airport,Kapunda,AU,small_airport
YKAR,Karara Airport,Karara,AU,small_airport
YKAT,Katoomba Airport,,AU,small_airport
YKAY,Kayrunnera Airport,,AU,small_airport
YKBA,Ken's Bore airport,Ken's Bore,AU,small_airport
YKBG,Koolyanobbing Range Airport,,AU,small_airport
YKBL,Kambalda Airport,Kambalda West,AU,small_airport
YKBN,Kooralbyn Airport,,AU,small_airport
YKBR,Kalbarri Airport,Kalbarri,AU,small_airport
YKBY,Streaky Bay Airport,,AU,small_airport
YKCA,Kings Canyon Airport,Petermann,AU,small_airport
YKCK,Killiecrankie Airfield,Killiecrankie,AU,small_airport
YKCS,Kings Creek Airport,Petermann,AU,small_airport
YKDD,Koodaideri Mine Airport,Koodaideri Mine,AU,small_airport
YKDI,Kadina Airport,,AU,small_airport
YKDL,Kondoolka Airport,,AU,small_airport
YKDM,Kidman Springs Airport,,AU,small_airport
YKDN,Kondinin Airport,,AU,small_airport
YKEB,Kellerberrin Airport,,AU,small_airport
YKEL,Kelvin Station Airport,,AU,small_airport
YKEN,Kenmore Park Airport,,AU,small_airport
YKEP,Lake Keepit Airport,,AU,small_airport
YKER,Kerang Airport,,AU,medium_airport
YKFC,Kingfisher Camp Airport,,AU,small_airport
YKGA,Kingoonya Airport,Kingoonya,AU,small_airport
YKHA,Khancoban Airport,,AU,small_airport
YKHG,Katherine Gorge Airport,,AU,small_airport
YKHO,Kholo Helipad,Fernvale,AU,heliport
YKIA,Kiana Station Airport,,AU,small_airport
YKIC,Kiwirrkurra Airstrip,,AU,small_airport
YKID,Kidston Airport,,AU,small_airport
YKIG,Kingston Airport,,AU,small_airport
YKII,King Island Airport,,AU,medium_airport
YKIL,Kildurk Airport,,AU,small_airport
YKIR,Kirkimbie Station Airport,Kirkimbie,AU,small_airport
YKIU,Kaiuroo Airport,,AU,small_airport
YKKG,Kalkgurung Airport,,AU,small_airport
YKKH,Kokatha Airport,,AU,small_airport
YKKN,Kin Kin Retreat Airstrip,,AU,small_airport
YKLA,Koolatah Airport,Maramie,AU,small_airport
YKLB,Koolburra Airport,Koolburra,AU,small_airport
YKLC,Koolan Central Airport,Koolan Island,AU,small_airport
YKLE,Killarney Airport,,AU,small_airport
YKLG,Kalinga Airport,,AU,small_airport
YKLL,Kallala Airport,,AU,small_airport
YKLN,Killarney Airport,,AU,small_airport
YKLR,Kalamurina Airport,,AU,small_airport
YKMB,Karumba Airport,,AU,small_airport
YKML,Kamileroi Airport,,AU,small_airport
YKMP,Kempsey Airport,,AU,medium_airport
YKNG,Katanning Airport,,AU,small_airport
YKNM,Koonmarra Airport,,AU,small_airport
YKNP,Kununoppin Airport,,AU,small_airport
YKNT,Kintore Airport,,AU,small_airport
YKNV,Kaniva Airport,Kaniva,AU,small_airport
YKOG,Koongarra Airport,,AU,small_airport
YKOJ,Kojonup Airport,,AU,small_airport
YKOK,Kookynie Airport,,AU,small_airport
YKOL,Kolendo Airport,,AU,small_airport
YKOW,Kowanyama Airport,Kowanyama,AU,medium_airport
YKPR,Kalpowar Airport,Kalpower,AU,small_airport
YKRV,Kendall River Airport,,AU,small_airport
YKRY,Kingaroy Airport,,AU,medium_airport
YKSC,Kingscote Airport,,AU,medium_airport
YKTA,Kotta Airport,,AU,small_airport
YKTH,Keith Airport,Keith,AU,small_airport
YKTN,Kyneton Airport,Kyneton,AU,small_airport
YKUB,Kubin Island Airport,Kubin Island,AU,small_airport
YKUR,Kurundi Airport,Kurundi Station,AU,small_airport
YKUW,Kurweeton Airport,,AU,small_airport
YKUY,Kurray Airport,,AU,small_airport
YKWA,Karlawinda Mine Airport,,AU,small_airport
YKWG,Kangaroo Well Airport,,AU,small_airport
YKWR,Koo Wee Rup (Aardel Port) Airfield,Koo Wee Rup,AU,small_airport
YKYB,Kyabram Airport,Private Airfield in the Shire of Campaspe,AU,small_airport
YKYN,Kynuna Airport,Kynuna,AU,small_airport
YLAE,La Belle Downs Airstrip,,AU,small_airport
YLAG,Lagoon Bay Airport,Dunalley,AU,small_airport
YLAH,Lawn Hill Airport,,AU,small_airport
YLAK,Lakeside Airpark,Lakeside,AU,small_airport
YLAM,Lambina Airport,,AU,small_airport
YLAN,Langawirra Airport,,AU,small_airport
YLAO,Lameroo Airport,,AU,small_airport
YLAW,Lawlers Airport,,AU,small_airport
YLBA,Labona Airport,Carmichael Coal Mine,AU,small_airport
YLBD,Lombadina Airport,Dampier Peninsula,AU,small_airport
YLBG,Mount Liebig Airport,,AU,small_airport
YLBO,Lake Bolac Airport,,AU,small_airport
YLCG,Lake Cargelligo Airport,,AU,small_airport
YLCS,Locksley Field,Locksley,AU,small_airport
YLDB,Lady Barron Aerodrome,Lady Barron,AU,small_airport
YLDO,Landor Station Airport,,AU,small_airport
YLEA,Leeman Airport,Leeman,AU,small_airport
YLEC,Leigh Creek Airport,,AU,medium_airport
YLED,Lethbridge Airpark,,AU,small_airport
YLEE,Leeton Airport,,AU,small_airport
YLEG,Leongatha Airport,Leongatha South,AU,small_airport
YLEO,Leonora Airport,Leonora,AU,medium_airport
YLET,Lakes Entrance Airport,,AU,small_airport
YLEV,Lake Evella Airport,,AU,small_airport
YLFD,Lakefield Airport,Lakefield,AU,small_airport
YLGA,Mulga Downs Airport,,AU,small_airport
YLGB,La Grange Bay Airport,Lagrange,AU,small_airport
YLGC,Lake Grace Airport,Lake Grace,AU,small_airport
YLGD,Longdown Airport,Longford,AU,small_airport
YLGL,Laglan Airport,,AU,small_airport
YLGN,Loongana Airport,,AU,small_airport
YLGU,Legune Airport,Baines,AU,small_airport
YLHI,Lord Howe Island Airport,Lord Howe Island,AU,small_airport
YLHL,Long Hill Airport,,AU,small_airport
YLHR,Lockhart River Airport,Lockhart River,AU,medium_airport
YLHS,Lyndhurst Airport,Lyndhurst,AU,small_airport
YLIL,Lilydale Airport,,AU,small_airport
YLIM,Limbunya Airport,Limbunya,AU,small_airport
YLIN,Lindeman Island Airport,Lindeman Island,AU,small_airport
YLIS,Lismore Airport,Lismore,AU,medium_airport
YLKD,Lucky Downs Airport,,AU,small_airport
YLKE,Lakes Entrance Airport,,AU,small_airport
YLKG,Lake King Airport,,AU,small_airport
YLKN,Lake Nash Airport,Alpurrurulam,AU,small_airport
YLKS,The Lakes Aerodrome,,AU,small_airport
YLLA,Mobella Airport,,AU,small_airport
YLLC,Lilla Creek Airport,,AU,small_airport
YLLD,Langlo Downs Airport,,AU,small_airport
YLLE,Ballera Airport,,AU,small_airport
YLLR,Lake Leagur Airport,,AU,small_airport
YLLT,Lower Light Airport,,AU,small_airport
YLLV,Lily Vale Airport,,AU,small_airport
YLMB,Lambrook Airport,,AU,small_airport
YLMQ,Lake Macquarie Airport,City of Lake Macquarie,AU,small_airport
YLMU,Mungo Lodge Airport,Mungo,AU,small_airport
YLND,Lakeland Airport,Lakeland Downs,AU,small_airport
YLNR,Landor Races Airport,,AU,small_airport
YLOC,Lochinvar Airport,,AU,small_airport
YLOD,Longwood Airport,Longwood East,AU,small_airport
YLOH,Louth Airport,Louth,AU,small_airport
YLOK,Lock Airport,Lock,AU,small_airport
YLOR,Lorraine Airport,,AU,small_airport
YLOU,Louisa Downs Airport,,AU,small_airport
YLOV,Lotus Vale Airport,Lotus Vale,AU,small_airport
YLOX,Loxton Airport,,AU,small_airport
YLOY,Longwarry Airport,,AU,small_airport
YLRA,Laura Airport,,AU,small_airport
YLRD,Lightning Ridge Airport,,AU,medium_airport
YLRE,Longreach Airport,Longreach,AU,medium_airport
YLRG,Lorna Glen Homestead Airport,,AU,small_airport
YLRN,Lorraine Station Airport,,AU,small_airport
YLRS,New Laura Airport,Laura Station,AU,small_airport
YLSK,Luskintyre Airfield,Luskintyre,AU,small_airport
YLSM,Lismore Airport,,AU,small_airport
YLSS,Lansdowne Airport,,AU,small_airport
YLST,Leinster Airport,,AU,medium_airport
YLSY,Mount Lindsay Airport,,AU,small_airport
YLTN,Laverton Airport,Laverton,AU,small_airport
YLTV,Latrobe Valley Airport,Morwell,AU,medium_airport
YLUC,Lucy Creek Airport,,AU,small_airport
YLUI,Lucindale Airport,,AU,small_airport
YLUL,Mooleulooloo Airport,,AU,small_airport
YLUW,Leeuwin Estate Airport,Margaret River,AU,small_airport
YLVB,Lovely Banks Airport,,AU,small_airport
YLVD,Lake Everard Airport,,AU,small_airport
YLVK,Lavarack (Military) Airport,Townsville,AU,small_airport
YLVY,Lake Varley Airport,,AU,small_airport
YLWY,Lake Way Airport,,AU,small_airport
YLYD,Lyndley Airport,,AU,small_airport
YLYK,Lyndoch Airport,Lyndoch,AU,small_airport
YLYN,Lyndon Airport,,AU,small_airport
YLZI,Lizard Island Airport,,AU,small_airport
YMAA,Mabuiag Island Airport,Mabuiag Island,AU,small_airport
YMAC,Macumba Airport,,AU,small_airport
YMAD,Madura Airport,,AU,small_airport
YMAE,Murray Island Airport,Murray Island,AU,small_airport
YMAG,Manangatang Airport,,AU,small_airport
YMAI,Manguri Airport,Manguri,AU,small_airport
YMAK,Mabel Creek Station Airport,Mabel Creek,AU,small_airport
YMAP,Mapuru Airstrip,,AU,small_airport
YMAT,Mater Hospital Helipad,Brisbane,AU,heliport
YMAU,Mount Augusta Airport,,AU,small_airport
YMAV,Melbourne Avalon International Airport,Geelong/Melbourne,AU,large_airport
YMAY,Albury Airport,East Albury,AU,medium_airport
YMBA,Mareeba Airport,Mareeba,AU,medium_airport
YMBD,Murray Bridge Airport,,AU,small_airport
YMBL,Marble Bar Airport,,AU,small_airport
YMBT,Mount Beauty Airport,Mount Beauty,AU,small_airport
YMBU,Maryborough Airport,,AU,small_airport
YMBX,Mundrabilla Airport,Mundrabilla,AU,small_airport
YMBZ,Mount Ebenezer Airport,,AU,small_airport
YMCE,Mount Clere Homestead Airport,,AU,small_airport
YMCF,McCaffrey Field,Jondaryan,AU,small_airport
YMCK,Mckinley Airport,,AU,small_airport
YMCL,Mount Coolon Airport,,AU,small_airport
YMCO,Mallacoota Airport,,AU,small_airport
YMCR,Manners Creek Airport,,AU,small_airport
YMCS,Macrossan Airport,,AU,small_airport
YMCT,Millicent Airport,,AU,small_airport
YMCU,Mount Mcclure Airport,,AU,small_airport
YMDA,Mundubbera Airport,,AU,small_airport
YMDB,Mundabullangana Airport,Mundabullangana,AU,small_airport
YMDG,Mudgee Airport,Mudgee,AU,medium_airport
YMDI,Mandora Airport,Eighty Mile Beach,AU,small_airport
YMDK,Mount Riddock Airport,,AU,small_airport
YMDN,Merredin Airport,,AU,small_airport
YMDR,Minderoo Station Airport,Talandji,AU,small_airport
YMDS,Macdonald Downs Airport,,AU,small_airport
YMDT,Mundrabilla Motel Airport,,AU,small_airport
YMDV,Mount Davies Airport,,AU,small_airport
YMDW,Maitland Downs Airport,,AU,small_airport
YMDY,Mount Bundey Airport,,AU,small_airport
YMDZ,Mardi Station Airport,,AU,small_airport
YMEB,Mount Eba Airport,Mount Eba,AU,small_airport
YMED,Menindee Airport,Menindee,AU,small_airport
YMEI,Mereenie Airport,,AU,small_airport
YMEK,Meekatharra Airport,,AU,medium_airport
YMEL,Melton Airport,Melton,AU,small_airport
YMEM,Memooloo Airport,Memooloo,AU,small_airport
YMEN,Melbourne Essendon Airport,Essendon Fields,AU,medium_airport
YMEO,Merton Airport,Merton,AU,small_airport
YMEP,Merapah Airport,,AU,small_airport
YMER,Merimbula Airport,Merimbula,AU,medium_airport
YMES,RAAF Base East Sale,,AU,medium_airport
YMEU,Merluna Airport,Merluna,AU,small_airport
YMEW,Mingenew Airport,,AU,small_airport
YMEY,Mullaley Airport,,AU,small_airport
YMFD,Mansfield Airport,,AU,small_airport
YMGB,Milingimbi Airport,Milingimbi Island,AU,small_airport
YMGD,Maningrida Airport,Maningrida,AU,medium_airport
YMGG,Mulgathing Airport,,AU,small_airport
YMGI,Mungindi Airport,,AU,small_airport
YMGN,Mount Gunson Airport,Mount Gunson,AU,small_airport
YMGO,Murgoo Airport,,AU,small_airport
YMGR,Margaret River (Station) Airport,,AU,small_airport
YMGS,Mount Morgans Airport,,AU,small_airport
YMGT,Margaret River Airport,,AU,small_airport
YMGV,Musgrave Airport,Musgrave,AU,small_airport
YMHB,Hobart International Airport,Hobart (Cambridge),AU,large_airport
YMHL,Mount Holland Airport,,AU,small_airport
YMHO,Mount House Airport,Wunaamin Miliwundi Ranges,AU,small_airport
YMHP,Mackay Base Hospital Helipad,Mackay,AU,heliport
YMHT,Mount Hart Station Airport,Wunaamin Miliwundi Ranges,AU,small_airport
YMHU,McArthur River Mine Airport,McArthur River Mine,AU,small_airport
YMHW,Mount Howitt Airport,,AU,small_airport
YMIA,Mildura Airport,Mildura,AU,medium_airport
YMIB,Mintabie Airport,Mintabie,AU,small_airport
YMIG,Mittagong Airport,Mittagong,AU,small_airport
YMIJ,Minjilang Airport,,AU,small_airport
YMIK,Millers Creek Airstrip,Millers Creek,AU,small_airport
YMIL,Milgun Airport,,AU,small_airport
YMIN,Minlaton Airport,,AU,small_airport
YMIP,Mitchell Plateau Airport,Mitchell Plateau,AU,small_airport
YMIR,Miranda Downs Airport,Miranda Downs,AU,small_airport
YMIS,Millrose Homestead Airport,,AU,small_airport
YMIT,Mitchell Airport,,AU,small_airport
YMIV,Mount Ive Airport,,AU,small_airport
YMIX,Middalya Homestead Airport,Minilya,AU,small_airport
YMJE,Mount James Airport,,AU,small_airport
YMJM,Manjimup Airport,,AU,small_airport
YMJR,Majura Training Area Heliport,Majura,AU,heliport
YMKA,Mararanka Homestead Airport,,AU,small_airport
YMKB,Mukinbudin Airport,,AU,small_airport
YMKT,Emkaytee (Unlic) Airport,Weddell,AU,small_airport
YMLA,Malina Airport,,AU,small_airport
YMLC,Mole Creek Airport,,AU,small_airport
YMLD,Maitland Airport,,AU,small_airport
YMLF,Mount Lofty Heliport,,AU,heliport
YMLK,Minnamoolka Airport,,AU,small_airport
YMLL,Millungera Airport,,AU,small_airport
YMLN,Monolon Airport,,AU,small_airport
YMLR,Muloorina Airport,,AU,small_airport
YMLS,Miles Airport,,AU,small_airport
YMLT,Launceston Airport,Launceston (Western Junction),AU,medium_airport
YMLX,Milurie Homestead Airport,,AU,small_airport
YMMB,Melbourne Moorabbin Airport,Melbourne,AU,medium_airport
YMMI,Murrin Murrin Airport,Murrin Murrin,AU,small_airport
YMML,Melbourne Airport,Melbourne,AU,large_airport
YMMN,Millmerran Airport,Millmerran,AU,small_airport
YMMO,Moama Airstrip,,AU,small_airport
YMMT,Mount Margaret Airport,,AU,small_airport
YMMU,Middlemount Airport,,AU,small_airport
YMNA,Mount Allan Airport,,AU,small_airport
YMNB,Mount Barry Airport,,AU,small_airport
YMND,Maitland Airport,,AU,small_airport
YMNE,Mount Keith Airport,,AU,medium_airport
YMNF,Manfred Airport,,AU,small_airport
YMNG,Mangalore Airport,Mangalore,AU,small_airport
YMNK,Monkira Airport,,AU,small_airport
YMNN,Mount Denison Airport,,AU,small_airport
YMNO,Maneroo Airport,,AU,small_airport
YMNP,Murnpeowie Airport,,AU,small_airport
YMNS,Mount Swan Airport,,AU,small_airport
YMNT,Mornington Station Airport,,AU,small_airport
YGRS,Granny Smith Airport,Laverton,AU,small_airport
YMNX,Minura Airport,,AU,small_airport
YMNY,Morney Airport,,AU,small_airport
YMOE,Moonaree Airport,,AU,small_airport
YMOG,Mount Magnet Airport,,AU,medium_airport
YMOM,Moulamein Airport,Moulamein,AU,small_airport
YMOO,Mooraberree Airport,,AU,small_airport
YMOR,Moree Airport,Moree,AU,medium_airport
YMOT,Moreton Airport,Moreton,AU,small_airport
YMOU,Moura Airport,,AU,small_airport
YMPA,Minnipa Airport,,AU,small_airport
YMPC,"RAAF Williams, Point Cook Base",Point Cook,AU,small_airport
YMPE,Mount Cooper Airport,,AU,small_airport
YMPH,Mount Elephant Airport,,AU,small_airport
YMPK,Milton Park Airport,,AU,small_airport
YMQA,Marqua Airport,Marqua,AU,small_airport
YMRA,Maralinga Airport,,AU,small_airport
YMRB,Moranbah Airport,Moranbah,AU,medium_airport
YMRE,Marree Airport,,AU,medium_airport
YMRS,Melrose Airport,,AU,small_airport
YMRT,Mount Garnet Airport,,AU,small_airport
YMRW,Morawa Airport,,AU,small_airport
YMRY,Moruya Airport,Moruya,AU,medium_airport
YMSF,Mount Sanford Station Airport,,AU,small_airport
YMSK,Mount Skinner Airport,,AU,small_airport
YMSO,Mount Sandon Airport,,AU,small_airport
YMSP,Mount Surprise Airport,,AU,small_airport
YMSS,Murchison Shire Airport,,AU,small_airport
YMST,Millstream Station Field,Chichester National Park,AU,small_airport
YMTA,Mittebah Airport,,AU,small_airport
YMTB,Muttaburra Airport,,AU,small_airport
YMTC,Mount Clarence Airport,Mount Clarence Station,AU,small_airport
YMTG,Mount Gambier Airport,Mount Gambier,AU,medium_airport
YMTI,Mornington Island Airport,,AU,small_airport
YMTJ,Montejinni Airstrip,,AU,small_airport
YMTO,Monto Airport,,AU,small_airport
YMTP,Mount Hope Airport,,AU,small_airport
YMTW,Martins Well Airport,,AU,small_airport
YMTX,Mount Dare Airport,,AU,small_airport
YMTZ,Mount Elizabeth Airport,Gibb,AU,small_airport
YMUA,Monduran Airport,,AU,small_airport
YMUC,Muccan Station Airport,Muccan Station,AU,small_airport
YMUE,Mount Borradale Airport,,AU,small_airport
YMUG,Mungeranie Airport,Mungeranie,AU,small_airport
YMUK,Mulka Airport,Mulka,AU,small_airport
YMUL,Murray Field,,AU,small_airport
YMUP,Mulga Park Airport,,AU,small_airport
YMUR,Murwillumbah Airport,,AU,small_airport
YMUS,Mantuan Downs Airport,Mantuan Downs,AU,small_airport
YMUX,Mileura Airport,,AU,small_airport
YMVH,Marvel Loch Airport,,AU,small_airport
YMVM,Mangrove Mountain Airport,Mangrove Mountain,AU,small_airport
YMVN,Morven Airport,,AU,small_airport
YMVR,Mount Vernon Station Airport,,AU,small_airport
YMVY,Mount Valley Airport,,AU,small_airport
YMWA,Mullewa Airport,,AU,small_airport
YMWE,Mount Wedge Airport,,AU,small_airport
YMWM,Mount William Airport,,AU,small_airport
YMWO,Mahanewo Airport,,AU,small_airport
YMWT,Moolawatana Airport,Moolawatana Station,AU,small_airport
YMWX,Marion Downs Airport,Marion Downs,AU,small_airport
YMYB,Maryborough Airport,Maryborough,AU,small_airport
YMYH,Mallapunyah Springs Airport,,AU,small_airport
YMYI,Marymia Airport,,AU,small_airport
YMYR,Myroodan Station Airport,,AU,small_airport
YMYT,Merty Merty Airport,,AU,small_airport
